step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
4817,0.0165135,0.326892,0.996094,4817,0.00754405,0.32492,1.0,4817,0.0145539,0.364924,0.996094,4817,0.0211194,0.374134,0.996094,4817,0.0123822,0.323832,1.0,4817,0.0222076,0.379659,1.0,4817,0.00960352,0.317122,1.0,4817,0.0202253,0.37787,0.996094
4917,0.0077994,0.317038,0.997396,4917,0.00983122,0.326048,1.0,4917,0.0148365,0.36397,0.997396,4917,0.0124346,0.364175,0.997396,4917,0.00751045,0.317812,1.0,4917,0.012427,0.36861,1.0,4917,0.00717988,0.313559,1.0,4917,0.0184576,0.374835,0.997396
5017,0.00546649,0.313559,0.998047,5017,0.00433252,0.319382,1.0,5017,0.0125189,0.3604,0.998047,5017,0.0104549,0.360907,0.998047,5017,0.00334247,0.312491,1.0,5017,0.0107493,0.365645,1.0,5017,0.00703083,0.312265,1.0,5017,0.0227863,0.377885,0.998047
5110,0.0047591,0.311777,1.0,5110,0.00796685,0.32192,1.0,5110,0.0156527,0.362348,1.0,5110,0.0111069,0.360346,1.0,5110,0.00462234,0.312686,1.0,5110,0.013106,0.366792,1.0,5110,0.00609735,0.310261,1.0,5110,0.0156492,0.369538,1.0
5210,0.0122472,0.318125,1.0,5210,0.00530783,0.318104,1.0,5210,0.00966545,0.355117,1.0,5210,0.0124732,0.360434,1.0,5210,0.00814808,0.315066,1.0,5210,0.0129495,0.365363,1.0,5210,0.00702291,0.310051,1.0,5210,0.0138126,0.366425,1.0
5310,0.0059279,0.310665,1.0,5310,0.00716778,0.318802,1.0,5310,0.0108083,0.355008,1.0,5310,0.00849251,0.355173,1.0,5310,0.00554456,0.311315,1.0,5310,0.00844939,0.359581,1.0,5310,0.00517979,0.307072,1.0,5310,0.0128232,0.364153,1.0
5410,0.00413302,0.307728,1.0,5410,0.00337676,0.313846,1.0,5410,0.00896261,0.351899,1.0,5410,0.00787654,0.353268,1.0,5410,0.00263091,0.307253,1.0,5410,0.00819694,0.358034,1.0,5410,0.00495654,0.305709,1.0,5410,0.0146023,0.364644,1.0
5503,0.00378021,0.306305,1.0,5503,0.0061811,0.315558,1.0,5503,0.0103606,0.35211,1.0,5503,0.00874562,0.352927,1.0,5503,0.00368454,0.307229,1.0,5503,0.00886627,0.357491,1.0,5503,0.00495354,0.304643,1.0,5503,0.010952,0.359782,1.0
5603,0.00958806,0.310978,1.0,5603,0.00416539,0.312389,1.0,5603,0.00722141,0.347722,1.0,5603,0.0090224,0.351927,1.0,5603,0.00604828,0.308452,1.0,5603,0.00901773,0.356366,1.0,5603,0.00552441,0.304086,1.0,5603,0.0101826,0.357731,1.0
5703,0.004641,0.304896,1.0,5703,0.00559665,0.312664,1.0,5703,0.00829296,0.347539,1.0,5703,0.00661583,0.348244,1.0,5703,0.0043978,0.305662,1.0,5703,0.0063981,0.352462,1.0,5703,0.00413661,0.301571,1.0,5703,0.00959314,0.355857,1.0
5803,0.00337827,0.302499,1.0,5803,0.00283327,0.308742,1.0,5803,0.00688663,0.34487,1.0,5803,0.00625039,0.346595,1.0,5803,0.00219248,0.302316,1.0,5803,0.00647438,0.351246,1.0,5803,0.00385293,0.300157,1.0,5803,0.0103676,0.355344,1.0
